identifier,author,title,keywords,abstract,datePublished,dateUploaded
doi:10.18739/A2CH48,Kathleen M Stafford,Passive acoustic data from A2 in the Bering Strait for October 2014,ambient noise hydrophone mooring,Passive acoustic data from instruments on moorings in the Bering Strait region. The data for this instrument were collected at 65.78 N latitude and 168.568 W longitude. Data were recorded from 10 Hz - 4096 Hz (8 kHz sample rate) the first 20 minutes of each hour from July 2014- July 2015.,2016-04-14T07:00:00Z,2017-02-24T20:24:12Z
urn:uuid:0c9df244-d54b-4ac3-bf34-d424ee108b59,Victoria Hill,"Collaborative Research: The WArming and irRadiance Measurement (WARM) buoy: Assessing the role of solar energy in heating, photosynthesis, and photo-oxidation in the upper Arctic, 2017-2018",Photosynthetically available radiation sea ice irradiance ocean temperature,"The WArming and irRadiance Measurement (WARM) buoy collects measurements of light, temperature, salinity and phytoplankton abundance under the Arctic sea ice. The Arctic ice pack has suffered continued thinning and reduction in seasonal extent, resulting in changes to the amount of sunlight penetrating through the ice and into the ocean beneath, having consequences for the physical and biological environment. Sunlight absorbed by the ocean under the ice causes warming, which can lead to accelerated ice melt resulting in even more sunlight reaching the ocean. In addition, warmer water also affects living organisms, influencing the ability of Arctic adapted species to survive, and possibly promoting the northward advancement of sub-Arctic species. Thinner ice also increases light available for photosynthesis, affecting the timing of phytoplankton blooms. If phytoplankton growth occurs early in the season then zooplankton, the organisms that feed on them can miss the bloom with consequences for the entire food web of the Arctic. This project aims to provide observations to help determine how the under-ice environment is changing by using autonomous buoys which overcome the limitations of ship-based observations. The buoys have proven to be very robust and can survive for approximately one year, providing hourly observations which will be available in near-real time to the research community and interested public parties. The buoys will be deployed in early spring in the western Beaufort Sea, with anticipated drift west over the Chukchi Shelf.  This project will continue the WARM buoy initiative by improving the existing design to include increased vertical resolution of temperature and light measurements, the addition of salinity measurement to enable water mass identification, and a second fluorometer to identify sinking phytoplankton biomass. The data collected will provide a time series of important physical and biogeochemical properties over a complete seasonal cycle. It will enable us to address questions related to the effects of a thinner and more open ice pack on the absorption of solar radiation, ocean heating, the phenology of pelagic primary production, and carbon cycling. The buoys have proven to be very robust and can survive for approximately one year, providing hourly observations which will be available in near real time to the research community and interested public parties. The buoys will be deployed in early spring in the western Beaufort Sea, with anticipated drift west over the Chukchi Shelf. The Arctic ice pack acts as a barrier controlling the availability of UV and visible light to the water column. Continued thinning and reduction of seasonal Arctic ice has resulted in alterations in the timing and magnitude of solar radiation penetrating the upper Arctic Ocean. Amplification of solar radiation absorption into the ocean acts to warm and stratify the surface layer, which can induce further ice retreat and delay fall freeze-up. Resulting thermal stratification affects the ecosystem by limiting vertical replenishment of nutrients with a direct consequence on the magnitude of primary production. A warmer water column can also play a fundamental role in setting thresholds for the abundance and distribution of plankton communities, affecting trophic efficiency and promoting the northward advancement of sub-Arctic species. Thinner ice increases the light available for photosynthesis and net primary production, affecting the timing of primary production. Small timing mis-match between phytoplankton blooms and zooplankton reproductive cycles can have consequences for the entire lipid-driven Arctic marine ecosystem. Changes in the duration of UV exposure through longer open water periods has the potential to increase photochemical remineralization of terrestrial and marine organic matter and production of labile organic material that can be used by microbes. Determining the impact of solar radiation changes on warming, primary production, and photochemistry are all critical in assessing and predicting the effects of climate change on the marine carbon cycle. The measurement of these variables within and beneath the seasonal ice pack is challenging due to the limitations of ship based observations, but this can be resolved by using the autonomous WARM buoys deployed within the ice and designed to survive ice melt.",2019-01-01T08:00:00Z,2019-05-24T22:32:06Z
urn:uuid:482c85b3-9a5f-4a99-b41b-d62cbf729170,Howard Zebker,Permafrost ALT ALOS InSAR (3 of 3),ALT InSAR Alaska - Toolik Lake,"ALOS data sets and derived interferograms for estimation of active layer thickness in the Toolik Lake region of Alaska.  This data set includes all coverage of Toolik Lake from ALOS PALSAR in the form of single look complex radar images, plus all derived interferograms needed to analyze seasonal variations in subsidence.  We also include stacks depicting seasonal subsidence.",2016-11-29T08:00:00Z,2016-12-06T22:56:32Z
doi:10.18739/A22363,Kathleen M Stafford,Passive acoustic data from A4 in the Bering Strait 3 of 9 (131006_060000_AU_BS04.wav to 131116_200000_AU_BS04.wav),EARTH SCIENCE > OCEANS > OCEAN ACOUSTICS > AMBIENT NOISE IN SITU/LABORATORY INSTRUMENTS > PROFILERS/SOUNDERS > ACOUSTIC SOUNDERS > HYDROPHONES MOORING POINT 1 MINUTE TO 1 HOUR biota oceans,Passive acoustic data from instruments on moorings in the Bering Strait region. The data for this instrument were collected at 65.75 N latitude and 168.25 W longitude. Data were recorded from 10 Hz - 8192 Hz (16 kHz sample rate) the first 10 minutes of each hour from July 2013-July 2014.,2015-06-25T07:00:00Z,2016-09-21T21:29:08Z
doi:10.18739/A2VD6P43V,Todd Sowers,"Renland Ice Cap Project (ReCAP) and West Antarctic IceCore Site (WAIS) Holocene Methane data for interpolar gradient reconstruction, East Greenland.",NA,"The proposed research integrates studies in a range of disciplines (paleoecology, climate, biogeochemistry, geomorphology, geology) to understand the timing, magnitude, and overall contribution of northern cold-climate peatlands and lakes to rapid increases in atmospheric methane (CH4) concentrations (AMC) during the last deglaciation. The study will use comprehensive paleoecological records of northern peatland and lake development to document their past spatial and temporal patterns of CH4 emission. This will enable better prediction of future emissions from northern ecosystems, particularly as surface permafrost thaws under scenarios of climate warming.  Methane is a potent greenhouse gas. Its global warming potential is many times that of carbon dioxide. Therefore, in order to develop scenarios of future climate change, it is important to be able to estimate how much methane will be released to the atmosphere due to permafrost degradation. This project will constrain that number.  Our results indicated that the interpolar CH4 gradient in the early Holocene was ~65ppb and decreased during the middle Holocene to values ~35ppb that held for the later part of the Holocene.  These results are consistent with enhanced early Holocene PanArctic CH4 emissions associated with the final retreat of the Laurentide ice sheet.",NA,2018-06-29T19:50:03Z
doi:10.18739/A2PC2T80F,Richard Krishfield,Hydrographic CCGS Louis S. St-Laurent Cruise CTD and Geochemistry Data 2017,NA,"Temperature, salinity, oxygen, nutrients, barium and delta-18O were measured and analyzed using shipboard CTD/rosette (2017) to provide long-term time series in order to document the unprecedented changes in sea ice and ocean parameters that are presently occurring in the Beaufort Gyre (BG) region.",2018-06-01T07:00:00Z,2018-06-05T16:31:45Z
doi:10.18739/A2K38H,Kathleen M Stafford,Passive acoustic data from A2 in the Bering Strait for April 2015,ambient noise hydrophone mooring,Passive acoustic data from instruments on moorings in the Bering Strait region. The data for this instrument were collected at 65.78 N latitude and 168.568 W longitude. Data were recorded from 10 Hz - 4096 Hz (8 kHz sample rate) the first 20 minutes of each hour from July 2014- July 2015.,2016-04-14T07:00:00Z,2017-02-28T07:58:11Z
urn:uuid:5a47458e-0f3f-4dae-9d10-59ac8f936d82,Howard Zebker,Permafrost ALT ALOS InSAR (2 of 3),ALT InSAR Alaska - Toolik Lake,"ALOS data sets and derived interferograms for estimation of active layer thickness in the Toolik Lake region of Alaska.  This data set includes all coverage of Toolik Lake from ALOS PALSAR in the form of single look complex radar images, plus all derived interferograms needed to analyze seasonal variations in subsidence.  We also include stacks depicting seasonal subsidence.",2016-11-29T08:00:00Z,2016-12-06T20:11:15Z
doi:10.18739/A2W94V,Kim Nielsen,Airglow Image Data 2011 5 of 5,EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC PRESSURE > GRAVITY WAVE EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC RADIATION > AIRGLOW EARTH REMOTE SENSING INSTRUMENTS > PASSIVE REMOTE SENSING > PHOTON/OPTICAL DETECTORS > CAMERAS > ASC > ALL-SKY CAMERA OBSERVATORY climatologyMeteorologyAtmosphere,"Airglow image data of various emissions are stored in .png image format. The filename indicates the observation site (PFRR = Poker Flat Research Range), the observation time (year, month, day, hour, min, and sec) of image acquisition start, and finally the emission identifier follows (for example OH or Na). Please note that this data set is the RAW data and contain the entire set of images obtained during the project period. This include high, medium, and low quality image data. While we do not require co-authorship in publications using the data set, we encourage users to contact the PI to make sure the data has been interpreted correctly. Otherwise, standard scientific ethic is expected.",2014-12-03T08:00:00Z,2016-09-13T20:38:03Z
doi:10.18739/A2JD3D,Kathleen M Stafford,Passive acoustic data from Davis Strait - C6 14 of 16 (130515-1500-C6-13707.wav to 130626-0500-C6-14705.wav),EARTH SCIENCE > OCEANS > OCEAN ACOUSTICS > AMBIENT NOISE EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/VERTEBRATES > MAMMALS > CETACEANS EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/VERTEBRATES > MAMMALS > CARNIVORES > SEALS/SEA LIONS/WALRUSES IN SITU/LABORATORY INSTRUMENTS > PROFILERS/SOUNDERS > ACOUSTIC SOUNDERS > HYDROPHONES MOORING POINT UNKNOWN HOURLY TO DAILY 1 MINUTE TO 1 HOUR biota oceans environment,Passive acoustic data from instruments on moorings across Davis Strait. The data for this instrument were collected at 67.1 N latitude and 56.7 W longitude. Data were recorded from 1 Hz - 2 kHz (5 kHz sample rate) the first 15 minutes of each hour from October 2011-September 2013.,2014-09-04T07:00:00Z,2016-09-19T21:16:21Z
